Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5,target_goals_home,target_goals_away,target_shots_home,target_shots_away,target_shots_on_home,target_shots_on_away,target_corners_home,target_corners_away,target_fouls_home,target_fouls_away,target_yellows_home,target_yellows_away,target_reds_home,target_reds_away,shots_home_last5_mean,fouls_home_last5_mean,corners_home_last5_mean,shots_away_last5_mean,fouls_away_last5_mean,corners_away_last5_mean,shots_home_vs_away,fouls_home_vs_away,corners_home_vs_away,avg_shots_against_home,avg_fouls_against_home,avg_corners_against_home,avg_shots_against_away,avg_fouls_against_away,avg_corners_against_away,elo_home,elo_away,elo_diff,elo_all,elo_weak_threshold,elo_strong_threshold,opponent_strength_home,opponent_strength_away,mask_HomeTeam_weak,mask_HomeTeam_average,mask_HomeTeam_strong,goals_vs_weak_home,goals_vs_average_home,goals_vs_strong_home,shots_vs_weak_home,shots_vs_average_home,shots_vs_strong_home,shots_on_vs_weak_home,shots_on_vs_average_home,shots_on_vs_strong_home,mask_AwayTeam_weak,mask_AwayTeam_average,mask_AwayTeam_strong,goals_vs_weak_away,goals_vs_average_away,goals_vs_strong_away,shots_vs_weak_away,shots_vs_average_away,shots_vs_strong_away,shots_on_vs_weak_away,shots_on_vs_average_away,shots_on_vs_strong_away,conversion_vs_weak_home,efficiency_vs_weak_home,conversion_vs_average_home,efficiency_vs_average_home,conversion_vs_strong_home,efficiency_vs_strong_home,conversion_vs_weak_away,efficiency_vs_weak_away,conversion_vs_average_away,efficiency_vs_average_away,conversion_vs_strong_away,efficiency_vs_strong_away
N1,2020-10-31,19:00,Groningen,VVV Venlo,2,1,H,1,0,H,14,8,6,2,8,13,5,5,1,0,0,0,1.78,2.04,2,1,14,8,6,2,5,5,8,13,1,0,0,0,,,,,,,,,,11.049999999999999,10.566666666666666,4.416666666666667,14.583333333333334,10.950000000000001,6.0,1529.3284607980845,1458.170314044783,71.15814675330148,1493.7493874214338,1493.4841366081032,1500.071764538458,weak,strong,True,False,False,,,0.5,,,13.5,,,2.0,False,False,True,,,1.0,,,12.0,,,3.0,,,,,0.037009622501850484,0.24875621890547267,,,,,0.08326394671107411,0.33222591362126247
N1,2020-10-31,20:00,Willem II,Vitesse,1,3,A,1,0,H,12,17,7,4,9,15,6,5,3,2,0,0,1.72,2.11,1,3,12,17,7,4,6,5,9,15,3,2,0,0,,,,,,,,,,12.945454545454545,10.436363636363636,5.127272727272727,14.327272727272726,12.163636363636364,5.254545454545454,1471.9136560161546,1531.2118741985898,-59.29821818243522,1501.5627651073723,1493.6786538712122,1500.256443873818,strong,weak,False,False,True,,,0.5,,,12.0,,,6.0,True,False,False,,,1.5,,,22.0,,,6.5,,,,,0.041631973355537054,0.0831946755407654,,,,,0.06815084052703316,0.2304147465437788
N1,2020-11-01,11:15,Heracles,Utrecht,4,1,H,2,0,H,15,10,7,5,12,8,4,6,2,1,0,0,1.63,2.27,4,1,15,10,7,5,4,6,12,8,2,1,0,0,,,,,,,,,,11.416666666666666,11.366666666666667,3.9,13.049999999999999,10.883333333333333,4.8500000000000005,1470.753412689764,1529.9999978510166,-59.2465851612526,1500.3767052703902,1494.923175868967,1500.3459042111087,strong,weak,False,False,True,0.0,,1.0,24.0,,9.0,6.0,,2.0,True,False,False,,,0.0,,,14.0,,,6.0,0.0,0.0,,,0.11098779134295228,0.49751243781094534,,,,,0.0,0.0
N1,2020-11-01,13:30,FC Emmen,Feyenoord,2,3,A,2,2,D,9,24,3,7,12,13,6,9,4,2,1,0,1.52,2.5,2,3,9,24,3,7,6,9,12,13,4,2,1,0,,,,,,,,,,11.283333333333333,10.35,4.216666666666667,13.399999999999999,11.338461538461539,5.846153846153846,1484.3515960049203,1526.850793098348,-42.49919709342771,1505.6011945516343,1496.7677005722335,1500.397227174585,strong,weak,False,False,True,2.0,,1.0,17.0,,10.0,8.0,,2.0,True,False,False,,2.0,4.0,,18.0,16.0,,8.0,8.0,0.11757789535567312,0.24968789013732834,,,0.0999000999000999,0.49751243781094534,,,0.11104941699056078,0.24968789013732834,0.24984384759525294,0.4993757802746567
N1,2020-11-01,13:30,Sparta Rotterdam,Heerenveen,1,4,A,0,3,A,15,12,6,6,8,8,4,3,1,0,0,0,1.61,2.3,1,4,15,12,6,6,4,3,8,8,1,0,0,0,,,,,,,,,,11.890909090909092,10.127272727272727,4.254545454545454,12.618181818181819,10.527272727272727,5.4363636363636365,1499.8915849261584,1514.3261164335015,-14.434531507343081,1507.10885067983,1498.6122252755,1500.566532884192,strong,average,False,False,True,1.0,,4.0,10.0,,17.0,5.0,,7.0,False,True,False,1.0,,1.0,9.0,,10.0,5.0,,3.0,0.0999000999000999,0.1996007984031936,,,0.23515579071134624,0.5706134094151213,0.11098779134295228,0.1996007984031936,,,0.0999000999000999,0.33222591362126247
N1,2020-11-01,15:45,PSV Eindhoven,Den Haag,4,0,H,1,0,H,22,5,9,3,11,11,4,2,1,1,0,0,1.38,2.96,4,0,22,5,9,3,4,2,11,11,1,1,0,0,,,,,,,,,,11.316666666666668,10.366666666666667,4.583333333333333,14.066666666666668,10.85,5.566666666666666,1513.7601839639915,1485.618252621299,28.141931342692487,1499.6892182926454,1499.4089286338976,1500.4793147913642,weak,strong,True,False,False,,,2.0,,,9.0,,,5.0,False,False,True,2.0,,2.0,15.0,,11.0,5.0,,5.0,,,,,0.22197558268590456,0.3992015968063872,0.13324450366422386,0.3992015968063872,,,0.18165304268846502,0.3992015968063872
N1,2020-11-01,19:00,AZ Alkmaar,Waalwijk,3,0,H,1,0,H,19,3,11,1,8,13,6,1,1,2,0,0,1.4,2.86,3,0,19,3,11,1,6,1,8,13,1,2,0,0,,,,,,,,,,11.76923076923077,10.584615384615384,4.661538461538462,12.383333333333333,10.9,4.833333333333333,1498.1176944554534,1500.591705666534,-2.474011211080551,1499.3547000609938,1499.3472534553557,1500.3920966985363,strong,weak,False,False,True,2.0,,,20.0,,,7.0,,,True,False,False,1.0,,1.0,5.0,,12.0,1.0,,4.0,0.09995002498750624,0.28530670470756064,,,,,0.1996007984031936,0.9900990099009901,,,0.08326394671107411,0.24937655860349128
N1,2020-11-06,19:00,For Sittard,Zwolle,2,2,D,2,1,H,10,12,6,1,8,9,2,5,2,0,0,0,1.61,2.31,2,2,10,12,6,1,2,5,8,9,2,0,0,0,,,,,,,,,,12.783333333333333,10.533333333333333,4.916666666666667,13.549999999999999,10.416666666666666,5.383333333333333,1459.3438902919345,1471.2132259644306,-11.869335672496163,1465.2785581281826,1498.556330587522,1500.3618357934956,weak,weak,True,False,False,,,1.0,,,5.0,,,2.0,True,False,False,1.0,1.0,,21.0,10.0,,6.0,5.0,,,,,,0.1996007984031936,0.49751243781094534,0.047596382674916705,0.1663893510815308,0.0999000999000999,0.1996007984031936,,
N1,2020-11-07,17:45,VVV Venlo,Heracles,3,2,H,0,1,A,9,7,4,2,22,7,1,6,2,0,0,1,1.72,2.12,3,2,9,7,4,2,1,6,22,7,2,0,0,1,,,,,,,,,,13.65,11.4,5.033333333333333,12.846153846153847,10.676923076923078,5.184615384615385,1446.2002111870697,1488.2867849612044,-42.08657377413465,1467.243498074137,1494.8113864930115,1500.3437800001238,weak,weak,True,False,False,1.0,,0.0,10.0,,3.0,3.0,,0.0,True,False,False,0.0,,1.0,3.0,,19.0,0.0,,2.0,0.0999000999000999,0.33222591362126247,,,0.0,0.0,0.0,0.0,,,0.052603892688058915,0.49751243781094534
N1,2020-11-07,20:00,Waalwijk,Sparta Rotterdam,0,2,A,0,0,D,7,20,4,7,9,10,6,8,0,2,0,0,1.72,2.12,0,2,7,20,4,7,6,8,9,10,0,2,0,0,,,,,,,,,,10.984615384615385,11.076923076923077,4.184615384615385,11.483333333333334,11.25,4.8,1485.484895821786,1485.514415439154,-0.02951961736789599,1485.49965563047,1493.4664532205477,1500.325724206752,weak,weak,True,False,False,1.0,,2.0,11.0,,8.0,3.0,,6.0,True,False,False,,,1.0,,,11.0,,,5.0,0.09082652134423251,0.33222591362126247,,,0.24968789013732834,0.3327787021630616,,,,,0.09082652134423251,0.1996007984031936
N1,2020-11-07,15:30,Den Haag,Twente,2,4,A,0,1,A,10,23,4,9,11,8,3,10,0,1,0,0,1.73,2.1,2,4,10,23,4,9,3,10,11,8,0,1,0,0,,,,,,,,,,13.076923076923077,10.307692307692308,4.8769230769230765,12.646153846153847,10.953846153846154,5.046153846153846,1471.8305873128693,1513.8135656250124,-41.98297831214313,1492.8220764689408,1493.109489993515,1500.2396548433308,strong,weak,False,False,True,,2.0,0.0,,9.0,11.0,,3.0,4.0,True,False,False,3.0,,1.0,16.0,,9.0,8.0,,3.0,,,0.22197558268590456,0.6644518272425249,0.0,0.0,0.1873828856964397,0.37453183520599254,,,0.11098779134295228,0.33222591362126247
N1,2020-11-08,11:15,Utrecht,Ajax,0,3,A,0,0,D,5,19,2,6,14,13,0,8,0,1,0,0,1.33,3.23,0,3,5,19,2,6,0,8,14,13,0,1,0,0,,,,,,,,,,11.323076923076922,10.307692307692308,3.338461538461538,12.683333333333332,10.866666666666667,5.0,1512.4666255795762,1540.7436753500238,-28.277049770447547,1526.6051504647999,1493.2660414949203,1500.3427178946315,strong,strong,False,False,True,,,2.0,,,20.666666666666668,,,6.0,False,False,True,13.0,,0.0,45.0,,19.0,23.0,,3.0,,,,,0.09672738997259389,0.3327787021630616,0.2888247056209731,0.5649717514124294,,,0.0,0.0
N1,2020-11-08,13:30,Feyenoord,Groningen,2,0,H,0,0,D,9,8,6,1,10,10,6,3,1,3,0,1,1.73,2.1,2,0,9,8,6,1,6,3,10,10,1,3,0,1,,,,,,,,,,11.383333333333333,10.266666666666667,4.05,13.116666666666667,11.4,5.116666666666666,1540.0250522607218,1541.2985636557978,-1.273511395075957,1540.66180795826,1493.4605587580293,1500.3818357464388,strong,strong,False,False,True,,,2.5,,,17.5,,,6.5,False,False,True,3.0,,,17.0,,,10.0,,,,,,,0.1427755568246716,0.3840245775729647,0.1763668430335097,0.2997002997002997,,,,
N1,2020-11-08,13:30,Vitesse,FC Emmen,3,1,H,3,0,H,9,15,6,5,8,8,3,3,0,5,1,0,1.56,2.38,3,1,9,15,6,5,3,3,8,8,0,5,1,0,,,,,,,,,,11.566666666666668,10.916666666666666,4.8500000000000005,13.333333333333334,11.049999999999999,5.3,1543.6763363905825,1471.1773368425465,72.49899954803595,1507.4268366165645,1493.6550760211385,1500.551141456046,weak,strong,True,False,False,,,2.5,,,11.0,,,6.0,False,False,True,,0.0,1.0,,9.0,7.0,,2.0,2.0,,,,,0.22706630336058128,0.415973377703827,,,0.0,0.0,0.14265335235378032,0.49751243781094534
N1,2020-11-08,15:45,Heerenveen,AZ Alkmaar,0,3,A,0,2,A,9,15,1,6,8,9,3,10,1,0,0,0,1.55,2.4,0,3,9,15,1,6,3,10,8,9,1,0,0,0,,,,,,,,,,11.385714285714286,10.657142857142857,4.171428571428572,12.75,11.15,4.8,1528.703285920506,1513.2245043002013,15.478781620304744,1520.9638951103536,1494.6995971170559,1500.949271324571,strong,strong,False,False,True,,4.0,1.0,,14.0,16.0,,5.0,8.0,False,False,True,2.0,,4.0,23.0,,15.0,7.0,,6.0,,,0.28551034975017847,0.7984031936127745,0.062460961898813235,0.12484394506866417,0.0869187309865276,0.28530670470756064,,,0.2664890073284477,0.6655574043261232
N1,2020-11-08,19:00,PSV Eindhoven,Willem II,3,0,H,2,0,H,16,6,8,2,13,10,6,4,1,0,0,1,1.48,2.59,3,0,16,6,8,2,6,4,13,10,1,0,0,1,,,,,,,,,,11.316666666666668,10.366666666666667,4.583333333333333,14.384615384615385,11.430769230769231,5.476923076923077,1527.5478492724212,1459.449193824162,68.09865544825925,1493.4985215482916,1493.6239544848627,1500.633229072825,weak,strong,True,False,False,4.0,,2.0,22.0,,9.0,9.0,,5.0,False,False,True,0.0,,1.0,12.0,,14.0,3.0,,2.0,0.1817355747387551,0.4439511653718091,,,0.22197558268590456,0.3992015968063872,0.0,0.0,,,0.07137758743754462,0.49751243781094534
N1,2020-11-21,17:45,Willem II,VVV Venlo,2,1,H,2,1,H,8,13,5,2,14,17,3,5,2,1,0,0,1.59,2.34,2,1,8,13,5,2,3,5,14,17,2,1,0,0,,,,,,,,,,12.945454545454545,10.436363636363636,5.127272727272727,14.583333333333334,10.950000000000001,6.0,1447.3521690166933,1463.008399031365,-15.656230014671564,1455.180284024029,1493.4409628839119,1500.5460109799972,weak,weak,True,False,False,,,0.6666666666666666,,,12.0,,,6.333333333333333,True,False,False,,,1.0,,,10.666666666666666,,,2.6666666666666665,,,,,0.055509297807382736,0.10509721492380453,,,,,0.09366219169528568,0.3735990037359901
N1,2020-11-21,19:00,Groningen,Vitesse,1,1,D,1,1,D,7,9,3,1,16,10,5,1,2,1,0,0,1.97,1.83,1,1,7,9,3,1,5,1,16,10,2,1,0,0,,,,,,,,,,11.049999999999999,10.566666666666666,4.416666666666667,14.327272727272726,12.163636363636364,5.254545454545454,1526.2435819953962,1555.5909554608645,-29.34737346546831,1540.9172687281302,1493.5386600879942,1500.9306806038803,strong,strong,False,False,True,2.0,,0.5,14.0,,13.5,6.0,,2.0,False,False,True,3.0,,1.5,17.0,,22.0,4.0,,6.5,0.14275517487508924,0.3327787021630616,,,0.037009622501850484,0.24875621890547267,0.1763668430335097,0.7481296758104738,,,0.06815084052703316,0.2304147465437788
N1,2020-11-21,20:00,Zwolle,Utrecht,1,1,D,1,0,H,10,2,4,2,17,6,3,3,3,3,0,0,1.6,2.32,1,1,10,2,4,2,3,3,17,6,3,3,0,0,,,,,,,,,,10.766666666666666,10.733333333333334,3.85,13.049999999999999,10.883333333333333,4.8500000000000005,1470.700984812612,1498.6847555140885,-27.983770701476487,1484.69287016335,1493.3258455551527,1500.6280985967765,average,weak,False,True,False,0.0,,0.0,20.0,,12.0,4.0,,3.0,True,False,False,1.0,,0.0,10.0,,14.0,5.0,,6.0,0.0,0.0,,,0.0,0.0,0.0999000999000999,0.1996007984031936,,,0.0,0.0
N1,2020-11-22,11:15,Ajax,Heracles,5,0,H,3,0,H,18,8,13,2,12,13,14,5,0,3,0,0,1.19,4.5,5,0,18,8,13,2,14,5,12,13,0,3,0,0,,,,,,,,,,12.345454545454546,10.4,4.309090909090909,12.846153846153847,10.676923076923078,5.184615384615385,1554.5255454155115,1471.4785971169092,83.04694829860227,1513.0020712662104,1493.437577080125,1501.2281321349353,weak,strong,True,False,False,5.0,,3.5,30.0,,17.0,9.0,,4.5,False,False,True,1.0,,1.0,5.0,,19.0,1.0,,2.0,0.16661112962345884,0.5549389567147613,,,0.20576131687242796,0.7760532150776054,0.1996007984031936,0.9900990099009901,,,0.052603892688058915,0.49751243781094534
N1,2020-11-22,13:30,For Sittard,Feyenoord,1,3,A,1,2,A,14,16,7,8,15,8,5,5,2,0,0,1,1.48,2.6,1,3,14,16,7,8,5,5,15,8,2,0,0,1,,,,,,,,,,12.783333333333333,10.533333333333333,4.916666666666667,13.399999999999999,11.338461538461539,5.846153846153846,1459.8561314437532,1555.0800339211235,-95.2239024773703,1507.4680826824383,1493.5361514292629,1502.774293940651,strong,weak,False,False,True,2.0,,1.0,10.0,,5.0,6.0,,2.0,True,False,False,3.0,2.0,4.0,24.0,18.0,16.0,7.0,8.0,8.0,0.1998001998001998,0.3327787021630616,,,0.1996007984031936,0.49751243781094534,0.12494793835901707,0.42796005706134094,0.11104941699056078,0.24968789013732834,0.24984384759525294,0.4993757802746567
N1,2020-11-22,13:30,Sparta Rotterdam,Den Haag,6,0,H,1,0,H,22,2,13,1,7,10,7,0,1,2,0,0,1.67,2.2,6,0,22,2,13,1,7,0,7,10,1,2,0,0,,,,,,,,,,11.890909090909092,10.127272727272727,4.254545454545454,14.066666666666668,10.85,5.566666666666666,1500.5131409748276,1458.634367415598,41.87877355922956,1479.5737541952128,1493.3224597513656,1501.5255836659906,weak,average,True,False,False,1.0,,2.5,10.0,,16.0,5.0,,6.5,False,True,False,2.0,,1.0,15.0,,8.0,5.0,,4.0,0.0999000999000999,0.1996007984031936,,,0.1561524047470331,0.3840245775729647,0.13324450366422386,0.3992015968063872,,,0.12484394506866417,0.24937655860349128
N1,2020-11-22,15:45,Twente,PSV Eindhoven,1,1,D,0,1,A,11,16,4,5,16,8,2,9,1,2,0,0,1.56,2.4,1,1,11,16,4,5,2,9,16,8,1,2,0,0,,,,,,,,,,12.816666666666668,10.866666666666667,4.3,12.583333333333334,10.533333333333333,5.15,1527.0097855222837,1539.6448740798899,-12.635088557606196,1533.3273298010868,1493.434191276338,1504.0665913628147,strong,strong,False,False,True,5.0,,1.0,8.0,,17.0,5.0,,7.0,False,False,True,,3.0,1.0,,12.0,10.5,,5.0,3.0,0.6242197253433208,0.9980039920159681,,,0.05878894767783656,0.14265335235378032,,,0.2497918401332223,0.5988023952095809,0.09514747859181732,0.33222591362126247
N1,2020-11-22,15:45,Waalwijk,Heerenveen,1,1,D,0,1,A,22,12,10,5,6,8,16,5,1,5,0,1,1.57,2.37,1,1,22,12,10,5,16,5,6,8,1,5,0,1,,,,,,,,,,10.984615384615385,11.076923076923077,4.184615384615385,12.618181818181819,10.527272727272727,5.4363636363636365,1470.4861702861124,1513.0354549857766,-42.54928469966421,1491.7608126359446,1493.2073424226064,1502.6935253517656,strong,weak,False,False,True,0.5,,2.0,9.0,,8.0,3.5,,6.0,True,False,False,1.0,4.0,1.0,9.0,12.0,10.0,5.0,6.0,3.0,0.05549389567147614,0.14245014245014245,,,0.24968789013732834,0.3327787021630616,0.11098779134295228,0.1996007984031936,0.33305578684429643,0.6655574043261232,0.0999000999000999,0.33222591362126247
N1,2020-11-22,19:00,AZ Alkmaar,FC Emmen,1,0,H,1,0,H,24,5,8,3,8,8,15,3,2,1,0,1,1.35,3.09,1,0,24,5,8,3,15,3,8,8,2,1,0,1,,,,,,,,,,11.76923076923077,10.584615384615384,4.661538461538462,13.333333333333334,11.049999999999999,5.3,1528.8923352349307,1459.2627177722645,69.62961746266615,1494.0775265035977,1493.3190739475785,1501.5069929452995,weak,strong,True,False,False,2.0,,3.0,20.0,,19.0,7.0,,11.0,False,False,True,,0.0,1.0,,9.0,11.0,,2.0,3.5,0.09995002498750624,0.28530670470756064,,,0.15781167806417673,0.2724795640326976,,,0.0,0.0,0.09082652134423251,0.2849002849002849
N1,2020-11-27,19:00,Twente,Waalwijk,0,2,A,0,2,A,14,10,6,7,17,11,4,8,4,0,0,0,1.48,2.6,0,2,14,10,6,7,4,8,17,11,4,0,0,0,,,,,,,,,,12.816666666666668,10.866666666666667,4.3,12.383333333333333,10.9,4.833333333333333,1527.5550457907898,1472.3140415057856,55.24100428500424,1499.9345436482877,1493.430805472551,1501.1909506935535,weak,strong,True,False,False,5.0,,1.0,8.0,,14.0,5.0,,5.5,False,False,True,0.5,,1.0,4.0,,12.0,1.0,,4.0,0.6242197253433208,0.9980039920159681,,,0.07137758743754462,0.18148820326678766,0.12468827930174564,0.49504950495049505,,,0.08326394671107411,0.24937655860349128
N1,2020-11-28,17:45,FC Emmen,Ajax,0,5,A,0,3,A,3,27,1,12,12,10,0,12,0,1,0,0,1.31,3.35,0,5,3,27,1,12,0,12,12,10,0,1,0,0,,,,,,,,,,11.283333333333333,10.35,4.216666666666667,12.683333333333332,10.866666666666667,5.0,1447.2292596589878,1566.0068790414973,-118.77761938250956,1506.6180693502424,1493.5311341118002,1502.6127567628805,strong,weak,False,False,True,2.0,,1.5,17.0,,9.5,8.0,,2.5,True,False,False,13.0,,1.5,45.0,,19.0,23.0,,4.5,0.11757789535567312,0.24968789013732834,,,0.15772870662460567,0.5976095617529881,0.2888247056209731,0.5649717514124294,,,0.07890583903208837,0.33259423503325947
N1,2020-11-28,19:00,Den Haag,Heerenveen,1,1,D,1,1,D,5,22,2,4,6,14,4,10,0,1,0,0,1.54,2.44,1,1,5,22,2,4,4,10,6,14,0,1,0,0,,,,13.0,11.6,5.8,,,,13.076923076923077,10.307692307692308,4.8769230769230765,12.618181818181819,10.527272727272727,5.4363636363636365,1445.433713533985,1511.2075837661034,-65.7738702321185,1478.3206486500442,1493.3156881437917,1501.4884022246085,strong,weak,False,False,True,,2.0,1.0,,9.0,10.5,,3.0,4.0,True,False,False,1.0,4.0,1.0,10.5,12.0,10.0,5.0,6.0,3.0,,,0.22197558268590456,0.6644518272425249,0.09514747859181732,0.24937655860349128,0.09514747859181732,0.1996007984031936,0.33305578684429643,0.6655574043261232,0.0999000999000999,0.33222591362126247
N1,2020-11-28,20:00,VVV Venlo,Zwolle,2,2,D,1,1,D,11,13,2,6,10,13,4,4,0,1,0,1,1.67,2.18,2,2,11,13,2,6,4,4,10,13,0,1,0,1,,,,,,,,,,13.65,11.4,5.033333333333333,13.549999999999999,10.416666666666666,5.383333333333333,1447.3329223940048,1471.9065355156995,-24.573613121694734,1459.6197289548522,1493.0893095230856,1501.1723599728625,weak,weak,True,False,False,2.0,,0.0,9.5,,3.0,3.5,,0.0,True,False,False,1.5,1.0,,16.5,10.0,,3.5,5.0,,0.2103049421661409,0.5698005698005698,,,0.0,0.0,0.09085402786190187,0.4273504273504274,0.0999000999000999,0.1996007984031936,,
N1,2020-11-29,11:15,Vitesse,For Sittard,2,0,H,0,0,D,20,11,4,2,8,18,7,1,0,3,0,0,1.49,2.57,2,0,20,11,4,2,7,1,8,18,0,3,0,0,,,,,,,,,,11.566666666666668,10.916666666666666,4.8500000000000005,12.96923076923077,11.215384615384616,4.861538461538462,1554.3269323095421,1448.8673393750616,105.4595929344805,1501.597135842302,1493.2005708150323,1501.5710140837555,weak,strong,True,False,False,3.0,,2.5,9.0,,11.0,6.0,,6.0,False,False,True,,2.0,1.0,,15.0,13.5,,5.0,6.0,0.33296337402885684,0.49916805324459235,,,0.22706630336058128,0.415973377703827,,,0.13324450366422386,0.3992015968063872,0.07401924500370097,0.1663893510815308
N1,2020-11-29,13:30,Feyenoord,Utrecht,1,1,D,0,0,D,9,16,2,7,7,13,4,8,1,1,0,0,1.53,2.45,1,1,9,16,2,7,4,8,7,13,1,1,0,0,,,,,,,,,,11.383333333333333,10.266666666666667,4.05,13.049999999999999,10.883333333333333,4.8500000000000005,1566.068825989815,1497.479204811001,68.58962117881401,1531.774015400408,1493.3123023400046,1501.593698768809,average,strong,False,True,False,,,2.3333333333333335,,,14.666666666666666,,,6.333333333333333,False,False,True,1.0,,0.0,6.0,,14.0,3.5,,6.0,,,,,0.15898251192368842,0.36784025223331585,0.1663893510815308,0.2849002849002849,,,0.0,0.0
N1,2020-11-29,13:30,Groningen,Willem II,1,0,H,0,0,D,18,4,3,1,12,12,6,4,0,1,0,0,2.02,1.79,1,0,18,4,3,1,6,4,12,12,0,1,0,0,13.2,12.2,4.2,,,,,,,11.049999999999999,10.566666666666666,4.416666666666667,14.384615384615385,11.430769230769231,5.476923076923077,1527.5076051467186,1463.0276456540535,64.4799594926651,1495.267625400386,1493.4240338649768,1501.582012718933,weak,strong,True,False,False,2.0,,0.6666666666666666,14.0,,11.333333333333334,6.0,,2.3333333333333335,False,False,True,0.0,,0.5,12.0,,10.0,3.0,,2.0,0.14275517487508924,0.3327787021630616,,,0.05877167205406993,0.2844950213371266,0.0,0.0,,,0.04995004995004995,0.24875621890547267
N1,2020-11-29,15:45,Heracles,AZ Alkmaar,1,2,A,0,2,A,3,13,1,7,12,16,1,3,2,1,0,0,1.51,2.49,1,2,3,13,1,7,1,3,12,16,2,1,0,0,,,,,,,,,,11.416666666666666,11.366666666666667,3.9,12.75,11.15,4.8,1459.9972634909234,1540.9257933482074,-80.92852985728405,1500.4615284195654,1493.5261167943372,1501.5703266690568,strong,weak,False,False,True,0.0,,2.5,24.0,,12.0,6.0,,4.5,True,False,False,2.0,,3.5,23.0,,15.0,7.0,,6.0,0.0,0.0,,,0.20815986677768528,0.5543237250554324,0.0869187309865276,0.28530670470756064,,,0.23317788141239174,0.5823627287853578
N1,2020-11-29,19:00,PSV Eindhoven,Sparta Rotterdam,1,0,H,0,0,D,11,4,5,0,9,10,7,1,1,3,0,0,1.41,2.83,1,0,11,4,5,0,7,1,9,10,1,3,0,0,,,,,,,,,,11.316666666666668,10.366666666666667,4.583333333333333,11.483333333333334,11.25,4.8,1539.0996138113837,1513.7137948564407,25.385818954943034,1526.4067043339123,1493.608902532474,1501.5930113541103,strong,strong,False,False,True,3.5,,2.0,19.0,,9.0,8.5,,5.0,False,False,True,2.0,,1.0,20.0,,11.0,7.0,,5.0,0.1841136244082062,0.4112808460634548,,,0.22197558268590456,0.3992015968063872,0.09995002498750624,0.28530670470756064,,,0.09082652134423251,0.1996007984031936
N1,2020-12-04,19:00,Sparta Rotterdam,FC Emmen,2,1,H,1,0,H,7,12,2,3,14,14,1,5,1,3,0,0,1.61,2.31,2,1,7,12,2,3,1,5,14,14,1,3,0,0,14.2,11.8,4.2,9.6,9.4,4.0,1.4791666666666667,1.2553191489361701,1.05,11.890909090909092,10.127272727272727,4.254545454545454,13.333333333333334,11.049999999999999,5.3,1499.8078425317303,1437.1664400110865,62.64140252064385,1468.4871412714083,1493.4206480611897,1501.5813253042343,weak,average,True,False,False,3.5,,2.5,16.0,,16.0,9.0,,6.5,False,True,False,,0.0,0.6666666666666666,,9.0,9.0,,2.0,3.3333333333333335,0.21861336664584632,0.38845726970033295,,,0.1561524047470331,0.3840245775729647,,,0.0,0.0,0.07399186089530152,0.19940179461615154
N1,2020-12-05,15:30,Waalwijk,VVV Venlo,3,2,H,1,1,D,25,10,10,6,14,11,6,0,3,4,0,1,1.65,2.23,3,2,25,10,10,6,6,0,14,11,3,4,0,1,14.6,12.0,7.8,11.0,14.2,3.4,1.3272727272727272,0.8450704225352114,2.2941176470588234,10.984615384615385,11.076923076923077,4.184615384615385,14.583333333333334,10.950000000000001,6.0,1489.6790915094095,1448.3920849806477,41.28700652876182,1469.0355882450285,1493.1937992074584,1501.5696392543582,weak,weak,True,False,False,0.5,,1.5,9.0,,15.0,3.5,,8.0,True,False,False,1.0,,1.0,13.0,,10.666666666666666,2.0,,2.6666666666666665,0.05549389567147614,0.14245014245014245,,,0.09993337774816789,0.18726591760299627,0.07686395080707148,0.49751243781094534,,,0.09366219169528568,0.3735990037359901
N1,2020-12-05,17:45,For Sittard,Willem II,3,2,H,3,0,H,7,11,4,3,14,14,2,8,1,5,0,1,1.61,2.29,3,2,7,11,4,3,2,8,14,14,1,5,0,1,,,,9.4,10.6,5.4,,,,12.783333333333333,10.533333333333333,4.916666666666667,14.384615384615385,11.430769230769231,5.476923076923077,1438.2855324584698,1450.7799424874809,-12.494410029011078,1444.5327374729754,1492.96822670051,1501.4326300625357,weak,weak,True,False,False,2.0,,1.0,10.0,,9.5,6.0,,4.5,True,False,False,0.0,,0.3333333333333333,12.0,,8.0,3.0,,1.6666666666666667,0.1998001998001998,0.3327787021630616,,,0.10515247108307045,0.22172949002217296,0.0,0.0,,,0.04161464835622139,0.19880715705765406
N1,2020-12-05,19:00,Ajax,Twente,1,2,A,0,1,A,19,13,5,5,6,11,9,6,1,0,0,0,1.3,3.42,1,2,19,13,5,5,9,6,6,11,1,0,0,0,20.2,10.6,8.4,,,,,,,12.345454545454546,10.4,4.309090909090909,12.646153846153847,10.953846153846154,5.046153846153846,1576.0696986893986,1510.1899957871658,65.8797029022328,1543.1298472382823,1493.079219287871,1501.5806378895356,strong,strong,False,False,True,5.0,,3.5,24.0,,17.0,11.0,,4.5,False,False,True,3.5,,1.0,19.5,,9.0,8.5,,3.0,0.2082465639316951,0.45413260672116257,,,0.20576131687242796,0.7760532150776054,0.17939518195797025,0.4112808460634548,,,0.11098779134295228,0.33222591362126247
